22606586_length_9757_cvg_15.5_tip_1 1 43
22607998_length_9820_cvg_15.0_tip_1 1 26
22611972_length_10010_cvg_14.6_tip_1 9990 10010
22614808_length_10148_cvg_17.4_tip_1 1 30
22617076_length_10264_cvg_17.0_tip_1 10229 10264
22617832_length_10299_cvg_16.0_tip_1 1 27
22619836_length_10399_cvg_15.7_tip_1 10380 10399
22621678_length_10497_cvg_16.0_tip_1 1 28
22623670_length_10612_cvg_13.8_tip_1 10594 10612
22625022_length_10693_cvg_16.3_tip_1 10669 10693
22626868_length_10801_cvg_15.5_tip_1 1 22
22628846_length_10919_cvg_15.9_tip_0 1 19
22630250_length_11011_cvg_15.7_tip_1 1 30
22631776_length_11106_cvg_15.3_tip_1 11077 11106
22633378_length_11213_cvg_16.5_tip_1 1 19
22635660_length_11364_cvg_14.5_tip_1 1 27
22638484_length_11554_cvg_15.4_tip_1 1 25
22639456_length_11620_cvg_13.6_tip_1 1 25
22640014_length_11662_cvg_16.8_tip_1 1 19
22641000_length_11738_cvg_15.3_tip_1 11700 11738
22642686_length_11865_cvg_15.2_tip_1 1 23
22643754_length_11949_cvg_16.8_tip_1 11926 11949
22645272_length_12076_cvg_14.7_tip_1 1 30
22648580_length_12362_cvg_15.8_tip_1 1 24
22651044_length_12587_cvg_15.2_tip_1 12569 12587
22652266_length_12703_cvg_14.5_tip_1 1 26
22654248_length_12909_cvg_13.4_tip_1 12862 12909
22656084_length_13097_cvg_14.0_tip_1 1 19
22657378_length_13242_cvg_15.4_tip_1 1 23
22659194_length_13455_cvg_15.6_tip_1 1 21
22594876_length_9240_cvg_13.9_tip_1 9217 9240
22595586_length_9269_cvg_16.2_tip_1 1 25
22596038_length_9285_cvg_16.4_tip_1 1 29
22597548_length_9349_cvg_14.4_tip_1 1 29
22599126_length_9417_cvg_15.8_tip_1 1 20
22600484_length_9476_cvg_13.6_tip_1 1 29
22602384_length_9562_cvg_16.0_tip_1 9539 9562
22603540_length_9619_cvg_17.8_tip_1 1 40
22605198_length_9691_cvg_14.8_tip_1 9671 9691
22607350_length_9791_cvg_14.9_tip_1 9771 9791
22610354_length_9931_cvg_15.7_tip_1 9906 9931
22613142_length_10064_cvg_15.5_tip_1 10040 10064
22616416_length_10232_cvg_14.5_tip_1 10210 10232
22617372_length_10277_cvg_13.2_tip_1 1 29
22618196_length_10316_cvg_17.5_tip_1 10297 10316
22620592_length_10440_cvg_14.8_tip_1 1 21
22622652_length_10553_cvg_14.7_tip_1 10526 10553
22624718_length_10675_cvg_15.9_tip_1 10648 10675
22625804_length_10739_cvg_16.1_tip_1 10716 10739
22627516_length_10841_cvg_15.8_tip_1 1 24
22629536_length_10963_cvg_16.0_tip_0 1 28
22630830_length_11047_cvg_14.4_tip_1 1 22
22631916_length_11115_cvg_15.4_tip_1 11072 11115
22635302_length_11340_cvg_16.3_tip_1 11319 11340
22636442_length_11416_cvg_15.0_tip_1 1 23
22638632_length_11566_cvg_15.9_tip_1 1 27
22639720_length_11637_cvg_14.3_tip_1 1 30
22640510_length_11701_cvg_14.1_tip_1 11678 11701
22641252_length_11758_cvg_14.5_tip_1 11731 11758
22643378_length_11920_cvg_15.5_tip_1 11897 11920
22643404_length_11921_cvg_16.5_tip_1 11898 11921
22644602_length_12021_cvg_13.6_tip_0 1 37
22647428_length_12259_cvg_17.0_tip_1 1 23
22649142_length_12415_cvg_13.6_tip_1 1 30
22651462_length_12627_cvg_15.5_tip_1 1 29
22652710_length_12748_cvg_14.4_tip_1 1 28
22654844_length_12973_cvg_14.1_tip_1 1 29
22656710_length_13167_cvg_16.1_tip_1 1 26
22657640_length_13272_cvg_14.7_tip_1 1 22
22659362_length_13474_cvg_15.2_tip_1 1 23
22661572_length_13745_cvg_14.8_tip_1 13724 13745
22665062_length_14200_cvg_15.1_tip_1 14181 14200
22666570_length_14404_cvg_13.9_tip_1 1 23
22671800_length_15267_cvg_15.5_tip_1 15246 15267
22673366_length_15556_cvg_14.7_tip_1 1 23
22673656_length_15607_cvg_13.7_tip_1 1 30
22675222_length_15942_cvg_17.3_tip_1 15924 15942
22676000_length_16106_cvg_13.4_tip_1 1 23
22676732_length_16242_cvg_15.0_tip_1 16218 16242
22677558_length_16443_cvg_16.1_tip_1 16419 16443
22678458_length_16670_cvg_13.2_tip_1 1 25
22681038_length_17423_cvg_15.2_tip_1 1 30
22682304_length_17841_cvg_15.1_tip_1 17812 17841
22683020_length_18071_cvg_14.8_tip_1 1 22
22685652_length_19103_cvg_16.3_tip_1 1 25
22686130_length_19312_cvg_16.4_tip_1 1 25
22688314_length_20502_cvg_16.7_tip_1 20481 20502
22689902_length_21588_cvg_16.0_tip_1 21559 21588
22691632_length_23149_cvg_15.6_tip_1 1 22
22694998_length_29624_cvg_16.3_tip_1 29603 29624
20675934_length_245_cvg_3.0_tip_1 1 24
20679278_length_246_cvg_6.0_tip_1 1 27
20684634_length_247_cvg_14.0_tip_1 1 25
20689570_length_248_cvg_5.8_tip_1 1 27
20695268_length_249_cvg_13.0_tip_1 1 27
20698242_length_249_cvg_5.0_tip_1 1 21
20701914_length_250_cvg_7.0_tip_1 221 250
20706060_length_251_cvg_3.0_tip_1 223 251
20706574_length_251_cvg_11.8_tip_1 1 29
20709190_length_251_cvg_8.0_tip_1 1 30
20711758_length_252_cvg_5.0_tip_1 232 252
20718218_length_253_cvg_4.0_tip_1 1 24
20722302_length_254_cvg_6.0_tip_1 229 254
20727878_length_255_cvg_9.0_tip_1 1 28
20731526_length_256_cvg_5.0_tip_1 231 256
20736028_length_257_cvg_6.0_tip_1 1 25
20737806_length_257_cvg_9.0_tip_1 1 26
20740914_length_258_cvg_7.0_tip_1 1 27
20741618_length_258_cvg_8.0_tip_1 233 258
20746680_length_259_cvg_6.0_tip_1 232 259
20748222_length_259_cvg_8.0_tip_1 232 259
20750670_length_260_cvg_6.4_tip_1 209 260
20754812_length_261_cvg_6.8_tip_1 1 30
20759540_length_262_cvg_8.0_tip_1 1 25
20763224_length_263_cvg_5.0_tip_1 244 263
20764804_length_263_cvg_9.0_tip_1 240 263
20768250_length_264_cvg_13.0_tip_1 237 264
20769784_length_264_cvg_15.0_tip_1 240 264
20771340_length_264_cvg_8.0_tip_1 1 30
20774288_length_265_cvg_8.0_tip_1 242 265
20774518_length_265_cvg_7.0_tip_1 1 26
20777106_length_266_cvg_10.0_tip_1 1 27
20779188_length_266_cvg_5.0_tip_1 1 26
20785956_length_268_cvg_5.0_tip_1 1 29
20786868_length_268_cvg_6.0_tip_1 243 268
20787760_length_268_cvg_7.0_tip_1 1 21
20791318_length_269_cvg_7.0_tip_1 1 24 241 269
20793350_length_270_cvg_9.3_tip_1 244 270
20794372_length_270_cvg_5.0_tip_1 1 23
20797954_length_271_cvg_5.0_tip_1 1 27
20799538_length_271_cvg_4.0_tip_1 1 26
20802858_length_272_cvg_6.0_tip_1 245 272
20804782_length_272_cvg_14.0_tip_1 1 22
20808826_length_273_cvg_6.0_tip_1 1 30
20812920_length_274_cvg_7.0_tip_1 1 22
20818220_length_276_cvg_12.9_tip_1 246 276
20819046_length_276_cvg_10.6_tip_1 251 276
20821900_length_277_cvg_6.4_tip_1 1 25
20823926_length_277_cvg_6.0_tip_1 250 277
20826828_length_278_cvg_5.1_tip_1 245 278
20829740_length_279_cvg_7.0_tip_1 1 29
20834332_length_280_cvg_8.0_tip_1 1 26
20837990_length_281_cvg_5.9_tip_1 1 20
20841122_length_282_cvg_10.0_tip_1 264 282
20843174_length_283_cvg_6.8_tip_1 261 283
20845248_length_283_cvg_7.0_tip_1 1 26
20848578_length_284_cvg_8.0_tip_1 241 284
20849224_length_284_cvg_13.0_tip_1 247 284
20852430_length_285_cvg_4.6_tip_1 1 24
20854552_length_286_cvg_7.0_tip_1 1 25
20855078_length_286_cvg_8.7_tip_1 257 286
20859936_length_287_cvg_10.0_tip_1 1 20
20865048_length_289_cvg_9.0_tip_1 269 289
20866920_length_289_cvg_6.0_tip_1 1 31
20869814_length_290_cvg_9.0_tip_1 1 30
20871126_length_291_cvg_4.0_tip_1 271 291
20872416_length_291_cvg_5.0_tip_1 1 26
20874412_length_292_cvg_12.0_tip_1 270 292
20876636_length_292_cvg_8.9_tip_1 1 22
20879892_length_293_cvg_4.0_tip_1 1 20
20884336_length_295_cvg_6.0_tip_1 1 22
20887248_length_296_cvg_12.0_tip_1 1 25
20890236_length_297_cvg_9.0_tip_1 1 27
20892118_length_297_cvg_11.0_tip_1 1 30
20893930_length_298_cvg_5.0_tip_1 1 24
20897286_length_299_cvg_6.0_tip_1 280 299
20898312_length_299_cvg_8.0_tip_1 1 22
20899642_length_300_cvg_7.0_tip_1 1 29
20902294_length_301_cvg_12.0_tip_1 1 25
20904126_length_301_cvg_5.1_tip_1 1 28
20906324_length_302_cvg_7.0_tip_1 1 26
20911976_length_304_cvg_14.0_tip_1 1 27
20913724_length_305_cvg_18.0_tip_1 1 30
20914994_length_305_cvg_7.0_tip_1 1 26
20916830_length_306_cvg_11.0_tip_1 1 29
20920556_length_307_cvg_15.0_tip_1 285 307
20926128_length_309_cvg_9.9_tip_1 1 27
20927998_length_310_cvg_7.0_tip_1 1 29
20930436_length_311_cvg_10.0_tip_1 1 25
20932542_length_312_cvg_5.9_tip_1 292 312
20933246_length_312_cvg_8.0_tip_1 289 312
20936188_length_313_cvg_11.0_tip_1 1 23
20938006_length_314_cvg_9.0_tip_1 1 27
20941160_length_315_cvg_9.2_tip_1 291 315
20942582_length_315_cvg_11.0_tip_1 1 21
20945638_length_316_cvg_7.0_tip_1 1 22
20948974_length_318_cvg_12.0_tip_1 1 27
20950532_length_318_cvg_8.0_tip_1 1 21
20954514_length_320_cvg_15.0_tip_1 298 320
20958702_length_322_cvg_4.0_tip_1 1 49
20961632_length_323_cvg_7.0_tip_1 304 323
20964292_length_324_cvg_7.0_tip_1 305 324
20967078_length_325_cvg_6.0_tip_1 1 29
20968448_length_325_cvg_5.0_tip_1 1 60
20972976_length_327_cvg_6.0_tip_1 308 327
20975092_length_328_cvg_4.0_tip_1 1 25
20979192_length_330_cvg_8.0_tip_1 1 23
20981436_length_331_cvg_7.0_tip_1 1 23
20983762_length_332_cvg_17.0_tip_1 1 29
20987584_length_333_cvg_9.0_tip_1 1 31
20988500_length_334_cvg_15.7_tip_1 1 19
20989666_length_334_cvg_11.0_tip_1 1 27
20992776_length_336_cvg_11.1_tip_1 1 36
20997506_length_338_cvg_13.0_tip_1 313 338
20999016_length_338_cvg_17.0_tip_1 1 22
21004202_length_341_cvg_5.0_tip_1 320 341
21005608_length_341_cvg_13.0_tip_1 1 30
21007224_length_342_cvg_4.0_tip_1 1 26
21009142_length_343_cvg_6.8_tip_1 320 343
21013020_length_345_cvg_7.2_tip_1 1 29
21015504_length_346_cvg_5.0_tip_1 1 29
21016982_length_347_cvg_14.0_tip_1 316 347
21020912_length_349_cvg_12.0_tip_1 328 349
21025024_length_350_cvg_11.0_tip_1 324 350
21025512_length_351_cvg_5.8_tip_1 1 29
21026962_length_351_cvg_12.0_tip_1 316 351
21029632_length_353_cvg_6.0_tip_1 302 353
21034236_length_355_cvg_15.0_tip_1 1 26
21035742_length_356_cvg_8.0_tip_1 1 29
21038026_length_357_cvg_7.0_tip_1 1 25
21040266_length_358_cvg_8.8_tip_1 326 358
21042998_length_359_cvg_5.0_tip_1 1 31
21044910_length_360_cvg_5.0_tip_1 338 360
21047334_length_362_cvg_6.3_tip_1 343 362
21048560_length_362_cvg_7.0_tip_1 333 362
21050362_length_363_cvg_4.0_tip_1 1 20
21052428_length_364_cvg_13.0_tip_1 1 20
21054330_length_365_cvg_13.0_tip_1 1 30
21055236_length_366_cvg_8.0_tip_1 1 29
21056292_length_366_cvg_15.0_tip_1 1 31
21059406_length_368_cvg_6.0_tip_1 343 368
21062570_length_370_cvg_14.0_tip_1 348 370
21067898_length_373_cvg_10.9_tip_1 1 20
21070484_length_374_cvg_8.0_tip_1 351 374
21073024_length_375_cvg_10.0_tip_1 352 375
21075930_length_377_cvg_9.0_tip_1 1 28
21076938_length_378_cvg_10.0_tip_1 1 27
21077732_length_378_cvg_6.0_tip_1 1 30
21081510_length_380_cvg_8.0_tip_1 1 29
21084066_length_382_cvg_7.0_tip_1 1 29
21085058_length_382_cvg_4.1_tip_1 1 20
21086576_length_383_cvg_8.0_tip_1 356 383
21089164_length_385_cvg_8.0_tip_1 362 385
21092550_length_387_cvg_6.0_tip_1 1 25
21094346_length_388_cvg_12.9_tip_1 1 29
21096608_length_389_cvg_6.0_tip_1 360 389
21099142_length_391_cvg_4.0_tip_1 1 27
21101818_length_392_cvg_14.0_tip_1 1 20
21104210_length_394_cvg_8.5_tip_1 364 394
21108038_length_396_cvg_7.0_tip_1 372 396
21109526_length_397_cvg_8.0_tip_1 368 397
21111286_length_398_cvg_7.3_tip_1 368 398
21113434_length_399_cvg_12.6_tip_0 1 23
21117192_length_402_cvg_8.7_tip_1 1 23
21119854_length_404_cvg_7.7_tip_1 378 404
21123288_length_406_cvg_10.1_tip_1 1 22
21126380_length_408_cvg_9.4_tip_1 381 408
21127742_length_409_cvg_8.3_tip_1 375 409
21129208_length_410_cvg_13.9_tip_1 384 410
21131044_length_411_cvg_7.0_tip_1 384 411
21132390_length_412_cvg_6.0_tip_1 389 412
21133832_length_413_cvg_7.0_tip_1 1 25
21135408_length_414_cvg_9.0_tip_1 1 23
21141606_length_418_cvg_11.3_tip_1 397 418
21143802_length_420_cvg_8.9_tip_1 398 420
21144214_length_420_cvg_17.0_tip_1 395 420
21145786_length_421_cvg_5.0_tip_1 390 421
21147308_length_422_cvg_6.0_tip_1 1 22
21148378_length_423_cvg_17.0_tip_1 400 423
21149794_length_424_cvg_15.0_tip_1 1 29
21151432_length_425_cvg_12.4_tip_1 402 425
21152186_length_426_cvg_9.1_tip_1 1 26
21153886_length_427_cvg_15.3_tip_1 1 24
21155236_length_428_cvg_9.0_tip_1 407 428
21156374_length_429_cvg_18.0_tip_1 1 24
21158078_length_430_cvg_7.0_tip_1 1 24
21159400_length_431_cvg_10.6_tip_1 1 23
21160800_length_432_cvg_5.2_tip_1 411 432
21162634_length_433_cvg_5.8_tip_1 1 24
21163892_length_434_cvg_5.2_tip_1 410 434
21166080_length_436_cvg_8.0_tip_1 410 436
21168628_length_438_cvg_11.9_tip_1 413 438
21170354_length_439_cvg_8.0_tip_1 1 24
21172082_length_440_cvg_10.0_tip_1 1 26
21175998_length_443_cvg_9.8_tip_1 1 20
21178248_length_445_cvg_21.7_tip_1 1 22
21179110_length_445_cvg_7.0_tip_1 418 445
21181410_length_447_cvg_7.7_tip_1 1 24
21181764_length_447_cvg_7.0_tip_1 1 28
21182426_length_448_cvg_4.0_tip_1 1 29
21184564_length_449_cvg_7.0_tip_1 428 449
21186888_length_451_cvg_12.0_tip_1 1 24
21187894_length_452_cvg_11.0_tip_1 429 452
21189308_length_453_cvg_12.9_tip_1 1 30
21190960_length_454_cvg_4.0_tip_1 1 28
21192278_length_455_cvg_16.0_tip_1 1 20
21193700_length_457_cvg_8.9_tip_1 439 457
21195978_length_458_cvg_14.2_tip_1 1 28
21196970_length_459_cvg_12.0_tip_1 1 26
21198148_length_460_cvg_7.2_tip_1 1 34
21200078_length_462_cvg_14.6_tip_1 438 462
21202426_length_464_cvg_11.7_tip_0 434 464
21202978_length_464_cvg_8.8_tip_1 1 24
21205642_length_466_cvg_12.0_tip_1 1 26
21207334_length_468_cvg_7.0_tip_1 448 468
21209212_length_469_cvg_15.0_tip_1 1 30
21210126_length_470_cvg_19.0_tip_1 432 470
21212338_length_472_cvg_5.6_tip_1 1 23
21215218_length_474_cvg_14.0_tip_1 447 474
21217438_length_476_cvg_5.0_tip_1 1 21
21219188_length_478_cvg_5.9_tip_1 458 478
21219602_length_478_cvg_12.8_tip_1 1 24
21221132_length_479_cvg_17.0_tip_1 455 479
21221944_length_480_cvg_11.0_tip_1 1 24
21223048_length_481_cvg_12.0_tip_1 462 481
21226650_length_484_cvg_13.0_tip_1 1 28
21229358_length_487_cvg_17.3_tip_1 1 27
21232190_length_489_cvg_9.0_tip_1 1 30
21234510_length_491_cvg_13.0_tip_1 1 22
21235984_length_493_cvg_6.6_tip_1 472 493
21236436_length_493_cvg_15.0_tip_1 1 24
21237294_length_494_cvg_15.7_tip_1 1 37
21238612_length_495_cvg_15.0_tip_1 1 29
21240008_length_496_cvg_9.8_tip_1 472 496
21242104_length_498_cvg_10.0_tip_1 1 24
21245714_length_502_cvg_10.0_tip_1 481 502
21247120_length_503_cvg_22.0_tip_1 1 25
21251306_length_507_cvg_9.0_tip_1 1 27
21253932_length_509_cvg_12.0_tip_1 1 20
21255674_length_511_cvg_11.2_tip_1 1 26
21257366_length_513_cvg_14.6_tip_1 1 29
21257584_length_513_cvg_9.8_tip_1 1 23
21260202_length_515_cvg_6.6_tip_1 1 28
21261724_length_517_cvg_12.0_tip_1 1 29
21262356_length_517_cvg_8.0_tip_1 1 22
21263666_length_519_cvg_10.0_tip_1 1 25
21265688_length_521_cvg_15.9_tip_1 1 29
21268692_length_524_cvg_9.5_tip_1 1 29
21270158_length_525_cvg_16.0_tip_1 1 33
